,S/No.,Date,Closing Price,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6
333,450,04/10/2020,1688.78,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
334,449,04/13/2020,1717.72,gold climbs to over 7-year high on coronavirus-led economic worries,gold shoots over 7-year peak on pandemic-led economic shock,gold steadies near 1-month peak as recession risks rise,"gold falls on profit-booking, virus-led economic fears cap losses",#N/A,#N/A
335,448,04/14/2020,1726.4,gold hovers near 7-year peak as coronavirus-led economic fears deepen,gold rallies to 7-1/2-year peak as virus sparks recession fears,"gold climbs to 7-year high on growth fears, stimulus measures","gold scales 7-year high on rising economic worries, fed stimulus",#N/A,#N/A
336,447,04/15/2020,1716,"gold ticks up on recession fears, firmer dollar caps gains","gold dips along with equities, strong dollar weighs","gold drops as dollar rises, investors book profits","gold slips as investors lock in profits, recession fears cap losses",#N/A,#N/A
337,446,04/16/2020,1715.5,gold on track for 2nd weekly gain on global recession fears,gold eases after u.s. jobless claims; recession fears cap losses,gold rises 1% as central bank stimulus fuels investor interest,gold gains as grim economic outlook accelerates flight to safety,#N/A,#N/A
338,445,04/17/2020,1684.75,gold slides 2% as trump's restart plan boosts risk sentiment,gold rally loses steam as trump plans to reopen u.s. economy,gold retreats on optimism over u.s. plans to restart economy,#N/A,#N/A,#N/A
339,444,04/20/2020,1691.11,"gold eases on firm dollar, weak equities caps losses",gold jumps 1% as oil price slump drags down share markets,gold dips as investors brace for data under virus cloud,gold falls as dollar firms amid doubts over u.s. restart plan,#N/A,#N/A
340,443,04/21/2020,1687.85,gold little changed as falling equities offset firm dollar,"gold slides, palladium plunges over 15% in scramble for cash","gold sheds 2%, palladium 12% as oil rout prompts dash for cash",gold pares losses as oil rout hammers risk appetite,#N/A,#N/A
341,442,04/22/2020,1711.74,"gold prices ease on buoyant equities, strong dollar","gold surges nearly 2%, fuelled by hopes of stimulus boost",gold rises as oil slump adds to global growth woes,gold eases as firm dollar offsets safe-haven buying,#N/A,#N/A
342,441,04/23/2020,1728.67,"gold slips on firm dollar; weak data, u.s. stimulus cap losses",gold jumps to more than 1-week high on u.s. stimulus hopes,gold rises to one-week high on economic stimulus hopes,"gold eases on profit-taking, but holds above $1,700 level",#N/A,#N/A
343,440,04/24/2020,1729.05,"gold falls as investors cash out, but heads for weekly rise",gold heads for weekly gain as growth fears boosts demand,"gold dips on profit-taking, but eyes weekly gain on economic woes",#N/A,#N/A,#N/A
344,439,04/27/2020,1709.65,gold slips as lockdown easing plans lift risk appetite,gold slips as hopes of lockdowns easing whet risk appetite,gold falls as hopes of lockdown easings lift risk appetite,"gold slips on stronger equities, hopes of lockdown easing","gold slips as risk sentiment improves, losses trimmed on recession worries",#N/A
345,438,04/28/2020,1704.5,gold ticks up on weaker dollar; fed decision awaited,"gold dips to 1-week low on profit-taking, economies opening",gold drops as signs of lockdown easing lift risk appetite,gold falls 1% as lockdown easing plans boost risk appetite,#N/A,#N/A
346,437,04/29/2020,1714.2,gold eases as virus treatment hopes lift risk sentiment,"gold falls on firmer equities, fed statement eyed",gold steady as hopes of lockdown easing lifts stocks; focus on fed,gold ticks up as dollar weakens; fed decision eyed,#N/A,#N/A
347,436,04/30/2020,1688.23,"gold gains on dismal u.s. data, but on track for weekly loss","gold dips, but still on track for best month in eight",gold set for best month in 4 years as central banks unleash stimulus,"gold rebounds on fed's rate decision, ecb stimulus hopes",#N/A,#N/A
348,435,05/01/2020,1700.4,gold jumps 1% as trump threatens new tariffs on china,gold set for worst week in six as economies look to reopen,gold heads for weekly fall on lockdown easing hopes,#N/A,#N/A,#N/A
349,434,05/04/2020,1703.9,gold slips as easing lockdown measures boost risk appetite,gold gains as investors seek safety amid u.s.-china tensions,gold gains as u.s.-china tensions dent risk appetite,gold prices rise as u.s.-china tensions resurface,#N/A,#N/A
350,433,05/05/2020,1704.05,gold inches down as easing virus-led curbs buoy equities,gold firms as central bank stimulus offsets buoyant risk appetite,gold falls as risk appetite improves amid easing lockdowns,gold slips as virus-led curbs ease; tariff worries persist,#N/A,#N/A
351,432,05/06/2020,1690.12,"gold rises on poor economic data, u.s. jobless claims report in focus","gold falls more than 1% as dollar strengthens, lockdowns ease","gold drops as dollar gains, economies gradually re-open",hopes of gradual economic recovery weigh on gold,#N/A,#N/A
352,431,05/07/2020,1714.5,"gold eases on firmer equities, focus on u.s. jobs data",gold jumps 2% as u.s. jobs data adds to slowdown fears,gold rises on global growth fears; firm dollar caps gains,gold gains as grim data stirs doubts about economic recovery,#N/A,#N/A
353,430,05/08/2020,1702.22,gold falls as investors gravitate toward risk as economies reopen,gold at near two-week high ahead of u.s. jobs data,gold hovers near two-week high ahead of u.s. jobs data,#N/A,#N/A,#N/A
354,429,05/11/2020,1698.01,gold steady as firmer dollar offsets fears of new infections,gold dips as investors opt for dollar on 'second wave' fears,"gold holds steady as dollar gains, risk sentiment improves",gold gains as new wave of infections stokes hopes of more stimulus,#N/A,#N/A
355,428,05/12/2020,1702.65,refile-gold gains as virus resurgence fears dampen risk appetite,gold gains as investors bet on more stimulus,"gold gains as dollar rally pauses, new virus cases mount",gold rises on fears about second wave of infections,#N/A,#N/A
356,427,05/13/2020,1718.81,gold inches higher on u.s. stimulus talks; jobs data awaited,gold gains as fed's powell signals more stimulus,gold prices gain ahead of u.s. fed's powell speech,gold holds steady ahead of u.s. fed chairman's speech,#N/A,#N/A
357,426,05/14/2020,1732.87,"gold rises on stimulus optimism, renewed u.s.-china tensions","gold jumps to 3-week high as recession, trade risks mount",gold steadies as dollar gains offset growth worries; u.s. data eyed,gold eases after powell shuns chances of negative u.s. rates,#N/A,#N/A
358,425,05/15/2020,1742.33,gold firms to over 7-year high as u.s.-china tensions fuel economic worries,gold hits 3-week high as u.s.-china dispute fans growth concerns,gold hits over three-week high as sino-u.s. tensions heat up,#N/A,#N/A,#N/A
359,424,05/18/2020,1735.05,"gold rises slightly on u.s.-china tensions, gloomy economic outlook",gold eases off highs as vaccine hopes boost risk appetite,gold thrives on flight to safety; palladium jumps,gold jumps to highest since oct 2012 on dismal u.s. data; palladium surges,#N/A,#N/A
360,423,05/19/2020,1746.2,"gold steady, firm dollar offsets recession support",gold gains as recession looms even as economies reopen,gold edges higher as global recession fears persist,gold surrenders early gains as vaccine hopes spur risk appetite,#N/A,#N/A
361,422,05/20/2020,1747.4,gold slips as economic recovery hopes lift equities,"gold firms on stimulus wave, doubts about possible vaccine",gold rises as fears for the economy loom large,gold gains as bleak economic outlook underpins safe-haven demand,#N/A,#N/A
362,421,05/21/2020,1726.34,gold gains on u.s.-china worries; set for a weekly drop,gold falls over 1% as investors bank on cash,"gold drops 1% on firmer dollar, hopes of economic recovery",gold slides on hopes of recovery in economic growth,#N/A,#N/A
363,420,05/22/2020,1736.22,gold firms as escalating u.s.-china tensions bolster demand,gold gains as u.s.-china tensions boost safe-haven demand,gold regains footing as u.s.-china tensions flare,#N/A,#N/A,#N/A
364,419,05/25/2020,1727.02,gold steady as stronger equities offset political tensions,gold prices dip on profit-taking in thin trade,gold prices slip on rising dollar and equities,gold falls as potential japan stimulus boosts risk appetite,#N/A,#N/A
365,418,05/26/2020,1712.87,gold flat as hong kong concerns offset reopening optimism,gold falls 1% as risk appetite firms on recovery optimism,"gold eases as equities rally, hong kong woes limit losses",gold flat as sino-u.s. tension offsets economic recovery hopes,#N/A,#N/A
366,417,05/27/2020,1711.01,gold gains as hong kong unrest stirs risk aversion,gold dips to two-week low on economic recovery hopes,gold dips to two-week low on recovery hopes,gold hits 2-week low on reopening optimism,#N/A,#N/A
367,416,05/28/2020,1722.06,gold clocks up as u.s.-china tensions sour risk appetite,gold pares gains as equities firm; u.s.-china rift lends support,gold gains as u.s.-china tensions boost demand,gold prices rise as hong kong dispute riles china-u.s. ties,#N/A,#N/A
368,415,05/29/2020,1729.92,gold gains as uncertainty over trump's response to china spurs demand,"gold rises as dollar slips, markets brace for trump response on hk",gold flat ahead of trump's hong kong response,#N/A,#N/A,#N/A
369,414,06/01/2020,1741.9,gold edges lower as economies open up,"gold firms on u.s. protests, standoff with china","gold gains on weaker dollar, u.s.-china tensions",gold climbs as u.s. riots spark safe-haven rush,#N/A,#N/A
370,413,06/02/2020,1726.96,gold eases as equity rally boosts risk appetite,gold slips 1% as wall street bets on economic restart,"gold dips on strong equities; trade jitters, u.s. unrest limit losses","gold slips on recovery hopes, u.s.-china worries limit losses",#N/A,#N/A
371,412,06/03/2020,1700.71,"gold rises on political frictions, weaker dollar",gold slips 2% as recovery hopes bolster risk appetite,gold dips as equities rally on economic recovery hopes,gold falls further as stocks jump to near 3-month high,#N/A,#N/A
372,411,06/04/2020,1712.2,"gold gains as equity rally halts, dollar softens","gold gains 1% as wall street rally fizzles, dollar dips","gold rises on bargain hunting, focus on u.s. payrolls data",gold gains after biggest daily decline in a month,#N/A,#N/A
373,410,06/05/2020,1683.86,gold falls over 2% as strong u.s. jobs data boosts recovery bets,gold falls as risk appetite grows; focus on u.s. jobs data,gold heads for 3rd week of losses amid signs of recovery,#N/A,#N/A,#N/A
374,409,06/08/2020,1697.5,gold gains as dollar hovers near 3-month low; fed meet in focus,gold gains as investors bet on dovish signals from fed,gold rises after steep fall as focus turns to fed meeting,gold recovers some post-payrolls losses but faces headwinds,#N/A,#N/A
375,408,06/09/2020,1712.6,refile-gold firms as equity rally loses steam; fed eyed,gold rises over 1% as caution sets in ahead of fed meeting,gold gains as stock market rally fizzles,"gold ticks up, moves in tight range ahead of u.s. fed meeting",#N/A,#N/A
376,407,06/10/2020,1735.64,gold hits over 1-week high on gloomy u.s. fed outlook,gold extends gains on dovish fed statement,gold gains for a third day on hopes of dovish u.s. fed,gold gains as equity rally pauses ahead of fed verdict,#N/A,#N/A
377,406,06/11/2020,1726.77,gold steady as firmer dollar offsets risk-off sentiment,"refile-gold eases on firmer dollar, but holds near one-week high",gold near 1-week high after fed plans for long-term support,gold slips on profit-taking after fed-driven rally,#N/A,#N/A
378,405,06/12/2020,1730.26,"gold gains on fresh virus wave fears, gloomy fed outlook",gold set for biggest weekly gain since april on bearish economic outlook,gold gains as gloomy uk economic data spurs safe-haven demand,#N/A,#N/A,#N/A
379,404,06/15/2020,1723.9,gold steady as dollar eases; rising equities cap upside,gold falls over 1% on stronger dollar amid new fears of covid wave,gold slips as dollar steadies amid second wave fears,gold slips as dollar firms amid second wave of coronavirus infections,#N/A,#N/A
380,403,06/16/2020,1726.65,"gold steady as virus fears offset firmer equities, dollar",gold gains as fresh china virus fears offset strong u.s. data,"gold firms on fed stimulus measures, weaker dollar",gold gains after fed ramps up support measures,#N/A,#N/A
381,402,06/17/2020,1727.82,"gold steady as virus cases rise, stronger dollar limits upside","gold holds steady on fresh virus concerns, fed outlook",gold weakens on firmer dollar and potential coronavirus drug,gold steady as firm dollar offsets rise in virus cases,#N/A,#N/A
